Order Date,Year,Order Qty,Cost of Sales,Sales,Profit,Channel,Product Name,Manufacturer,Brand Name,Product Sub Category,Product Category,Region,City,Country
10-01-2021,2021,13,729.6604111,3757.6,3027.939589,Store,Contoso Touch Screen Phones Capacitive M908 Black,"Contoso, Ltd",Contoso,Touch Screen Phones ,Cell phones,North America,Lakeland,United States
28-11-2019,2019,10,12.77841215,228.9,216.1215879,Store,Contoso DVD 60 DVD Storage Binder L20 Red,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",North America,Somerville,United States
05-06-2019,2019,10,112.6030585,1900,1787.396942,Store,Contoso Screen 100in E010 Silver,"Contoso, Ltd",Contoso,Projectors & Screens,Computers,North America,Worcester,United States
01-08-2019,2019,10,27.31940938,255,227.6805906,Store,Contoso Home/Office Laptop Power Adapter E300 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Montreal,Canada
15-09-2020,2020,6,166.4117086,2268.6,2102.188291,Store,The Phone Company PDA Palm 4.7 inch L850 White,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Denver,United States
05-07-2018,2018,5,657.7511752,1630,972.2488248,Reseller,Proseware Laptop8.9 E089 White,"Proseware, Inc.",Proseware,Laptops,Computers,Europe,Paris,France
30-12-2020,2020,16,4846.18508,13072.8,8226.61492,Reseller,Fabrikam Business Videographer 2/3'' 17mm M280 White,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,Europe,Paris,France
03-06-2018,2018,10,3268.38365,3000,-268.3836503,Store,The Phone Company Smart phones Expert M400 Black,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Stockholm,Sweden
28-05-2020,2020,18,7.610223058,462.42,454.8097769,Online,NT Bluetooth Stereo Headphones E52 Pink,Northwind Traders,Northwind Traders,Bluetooth Headphones,Audio,Asia,Beijing,China
29-04-2020,2020,27,1111.587349,61161.75,60050.16265,Online,Contoso Projector 1080p X980 Black,"Contoso, Ltd",Contoso,Projectors & Screens,Computers,North America,Bethesda,United States
07-07-2019,2019,10,167.3704533,1099.5,932.1295467,Catalog,Contoso 8GB Super-Slim MP3/Video Player M800 White,"Contoso, Ltd",Contoso,MP4&MP3,Audio,North America,North Harford,United States
10-10-2018,2018,12,0.723078218,417.484,416.7609218,Store,Contoso Expandable 3-Handset Cordless Phone System M204 White,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,Oswego,United States
22-11-2019,2019,10,0.106906079,115,114.8930939,Reseller,Contoso Desktop Alternative Bundle E200 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Seattle,United States
25-10-2019,2019,24,2486.653966,7963.2,5476.546034,Online,Fabrikam Laptop8.9W E0880 Silver,"Fabrikam, Inc.",Fabrikam,Laptops,Computers,North America,Bethesda,United States
17-01-2020,2020,8,58.72396112,227.62,168.8960389,Reseller,Contoso Wireless Notebook Optical Mouse M35 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Europe,Paris,France
13-04-2018,2018,9,9.740995336,4500,4490.259005,Store,SV Car Video LCD7W M7080 Silver,Southridge Video,Southridge Video,Car Video,TV and Video,North America,Bellevue,United States
14-02-2020,2020,9,341.2593873,5456,5114.740613,Store,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Black,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,North America,Alexandria,United States
26-08-2018,2018,6,212.8064611,167.44,-45.3664611,Store,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Quincy,United States
22-12-2018,2018,8,1280.320683,2340.8,1060.479317,Store,The Phone Company Touch Screen Phones Capacitive M908 Grey,The Phone Company,The Phone Company,Touch Screen Phones ,Cell phones,Europe,Warsaw,Poland
21-12-2019,2019,13,4141.269129,12987,8845.730871,Catalog,Proseware Projector 720p DLP56 Black,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,North America,North Harford,United States
13-02-2019,2019,9,2002.092478,2058.5,56.40752209,Store,The Phone Company Smart phones 6-LINE SCREEN M21 White,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Clifton,United States
26-04-2019,2019,36,32951.9127,19984.25,-12967.6627,Catalog,WWI Desktop PC2.30 M2300 Brown,Wide World Importers,Wide World Importers,Desktops,Computers,North America,North Harford,United States
14-11-2018,2018,8,1054.867111,6764,5709.132889,Store,"Fabrikam Business Videographer 1"" 25mm M600 Blue","Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,Europe,West Yorkshire,United Kingdom
06-11-2018,2018,5,1.875443922,65,63.12455608,Reseller,Contoso Optical Wheel OEM PS/2 Mouse E60 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Seattle,United States
30-06-2019,2019,10,2550.940035,2670,119.0599652,Store,The Phone Company Smart phones Unlocked M300 White,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Waukesha,United States
10-06-2019,2019,10,16.54278651,199.5,182.9572135,Reseller,Contoso Car power adapter M90 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Europe,Paris,France
09-08-2019,2019,12,1205.016863,2702.2,1497.183137,Store,Proseware Projector 480p LCD12 Black,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,North America,Boston,United States
14-12-2020,2020,13,14.06525618,230.272,216.2067438,Store,SV DVD 48 DVD Storage Binder M50 Red,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Waukesha,United States
18-07-2019,2019,20,1015.796205,6000,4984.203795,Online,The Phone Company Smart phones Expert M400 Grey,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Bethesda,United States
30-03-2020,2020,9,1810.966929,4174.1,2363.133071,Store,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Adventure Works,Desktops,Computers,North America,Montreal,Canada
15-04-2020,2020,54,51.76378014,1229.73,1177.96622,Reseller,Contoso ADSL Modem Splitter/Filter X 2 E200 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Seattle,United States
13-07-2018,2018,5,3.380337709,1560,1556.619662,Store,A. Datum SLR Camera M141 Blue,A. Datum Corporation,A. Datum,Digital SLR Cameras,Cameras and camcorders ,North America,Racine,United States
30-11-2018,2018,5,42.82960184,127.5,84.67039816,Store,Contoso Home/Office Laptop Power Adapter E300 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Loveland,United States
09-11-2018,2018,10,98.27702954,2900,2801.72297,Store,A. Datum Super-zoom Digital Camera X300 Azure,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Calgary,Canada
14-09-2019,2019,9,66.17256795,1440,1373.827432,Online,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Green,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,Europe,Berlin,Germany
19-08-2020,2020,12,676.676164,2702.7,2026.023836,Store,A. Datum Full Frame Digital Camera X300 Black,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Vancouver,Canada
07-03-2020,2020,9,368.2938309,2385.2,2016.906169,Store,"The Phone Company Touch Screen Phones 26-1.4"" M250 Gold",The Phone Company,The Phone Company,Touch Screen Phones ,Cell phones,North America,Houston,United States
28-06-2019,2019,10,6301.03124,6990,688.96876,Store,Adventure Works Laptop15 M1501 White,Adventure Works,Adventure Works,Laptops,Computers,North America,Cape Canaveral,United States
04-11-2020,2020,8,49.32066379,3844,3794.679336,Store,Fabrikam SLR Camera X150 Orange,"Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,Europe,Carlisle,United Kingdom
08-10-2020,2020,10,4630.961867,2510,-2120.961867,Online,WWI Screen 106in M1609 Silver,Wide World Importers,Wide World Importers,Projectors & Screens,Computers,Asia,Beijing,China
14-12-2020,2020,13,267.2469367,4116.8,3849.553063,Online,Fabrikam SLR Camera M148 Silver Grey,"Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,North America,Bethesda,United States
28-11-2019,2019,10,318.6475925,2309,1990.352407,Store,Contoso Laptop Keyboard X105 Silver,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Shreveport,United States
04-12-2018,2018,13,183.1900208,3430.4,3247.209979,Store,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Black,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Fall City,United States
11-01-2019,2019,13,5.232826439,3171.878,3166.645174,Reseller,Contoso DVD 14-Inch Player Portable L100 Silver,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",North America,Seattle,United States
24-01-2019,2019,4,2.340206734,316.8,314.4597933,Store,SV Wireless LAN PCI Network Card Adapter E902 Black,Southridge Video,Southridge Video,Computers Accessories,Computers,Europe,Liverpool,United Kingdom
17-06-2020,2020,20,3.552446134,199.8,196.2475539,Online,Contoso DVD 38 DVD Storage Binder E25 Silver,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",North America,Bethesda,United States
20-08-2020,2020,24,1645.562654,616.56,-1029.002654,Store,NT Bluetooth Stereo Headphones E52 Pink,Northwind Traders,Northwind Traders,Bluetooth Headphones,Audio,Asia,Shanghai,China
28-11-2019,2019,20,24.2887882,190,165.7112118,Store,Contoso Education Essentials Bundle M300 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Europe,Moscow,Russia
05-01-2019,2019,4,380.2210785,220.8,-159.4210785,Store,SV 8xDVD E100 Silver,Southridge Video,Southridge Video,VCD & DVD,TV and Video,Europe,Torino,Italy
15-01-2019,2019,6,128.8084172,1034.8,905.9915828,Store,SV Car Video AM/FM E1000 Brown,Southridge Video,Southridge Video,Car Video,TV and Video,Europe,Moscow,Russia
10-08-2020,2020,24,319.4920927,1679.76,1360.267907,Store,Contoso Rechargeable Battery Pack E310 White,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Boston,United States
18-11-2020,2020,20,457.1468712,2780,2322.853129,Reseller,WWI Screen 85in E1010 White,Wide World Importers,Wide World Importers,Projectors & Screens,Computers,North America,Seattle,United States
18-10-2020,2020,6,4387.724329,5330.2,942.4756705,Store,WWI Desktop PC2.33 X2330 Black,Wide World Importers,Wide World Importers,Desktops,Computers,North America,Wheat Ridge,United States
14-03-2018,2018,6,213.6905159,631.11,417.4194841,Reseller,Contoso Screen 80in E080 Silver,"Contoso, Ltd",Contoso,Projectors & Screens,Computers,Europe,Paris,France
28-04-2018,2018,6,171.6886293,746.91,575.2213707,Store,Proseware LCD17W E202 Black,"Proseware, Inc.",Proseware,Monitors,Computers,Europe,Lyon,France
04-03-2020,2020,18,1107.241692,5352.1,4244.858308,Online,Litware Home Theater System 2.1 Channel E210 Brown,"Litware, Inc.",Litware,Home Theater System,TV and Video,North America,Bethesda,United States
17-07-2018,2018,5,8.018892282,34.75,26.73110772,Store,Contoso Lens Cap Keeper E314 Pink,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Cle Elum,United States
27-11-2018,2018,5,5.735818969,64.95,59.21418103,Store,SV DVD Movies E100 Yellow,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Toppenish,United States
08-12-2018,2018,8,1206.397663,1664.4,458.0023373,Online,Proseware Laser Jet All in one X300 White,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,Europe,Berlin,Germany
16-05-2020,2020,24,42.1308219,1056,1013.869178,Store,SV Keyboard E10 Grey,Southridge Video,Southridge Video,Computers Accessories,Computers,Europe,Lyon,France
06-12-2020,2020,26,518.5634185,1278.976,760.4125815,Store,Contoso Carrying Case E312 Blue,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Orange,United States
25-04-2018,2018,4,23.47263732,239.96,216.4873627,Store,Contoso Travel Charger for S-Series Battery E302 White,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Wheat Ridge,United States
29-04-2018,2018,9,1025.412396,5121,4095.587604,Store,Litware Home Theater System 5.1 Channel M515 Silver,"Litware, Inc.",Litware,Home Theater System,TV and Video,North America,Richardson,United States
16-08-2018,2018,6,205.5798478,735.3,529.7201522,Store,A. Datum Compact Digital Camera M200 Silver,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Bellevue,United States
30-09-2018,2018,10,263.7286077,5000,4736.271392,Store,SV Car Video LCD7W M7080 Black,Southridge Video,Southridge Video,Car Video,TV and Video,Asia,Sydney,Australia
22-08-2019,2019,12,2387.291947,2123.882,-263.4099471,Store,Contoso DVD 12-Inch Player Portable M400 White,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",North America,Vineland,United States
30-08-2019,2019,24,1445.767867,4212,2766.232133,Catalog,Fabrikam Social videographer 1'' 25mm E400 Black,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,North America,North Harford,United States
28-08-2020,2020,6,26.43969398,263.144,236.704306,Reseller,Contoso In front of Centrex L15 White,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,Seattle,United States
11-12-2020,2020,13,496.8039921,3887,3390.196008,Reseller,The Phone Company PDA Palm 3.7 inch M830 White,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Beijing,China
09-02-2018,2018,9,1825.187948,4998.4,3173.212052,Store,"Contoso SLR Camera 35"" X358 Orange","Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders ,North America,New York,United States
07-05-2018,2018,6,90.51351431,57,-33.51351431,Store,Contoso Power Inverter - DC to AC power inverter E900 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Europe,Valletta,Malta
10-06-2018,2018,12,967.0761152,5760,4792.923885,Store,Contoso Home Theater System 4.1 Channel M1420 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,Asia,Sydney,Australia
05-09-2019,2019,12,1063.590836,1844.4,780.8091641,Store,"Proseware Color Ink Jet Fax, Copier, Phone M250 Green","Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,Lakeland,United States
23-07-2020,2020,20,127.6309941,599,471.3690059,Store,Contoso Lens cap E80 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Europe,Dusseldorf,Germany
16-10-2019,2019,24,14308.57444,5471.62,-8836.95444,Catalog,WWI Desktop PC1.80 E1800 White,Wide World Importers,Wide World Importers,Desktops,Computers,North America,North Harford,United States
27-03-2018,2018,4,1119.599888,1154.615,35.01511177,Store,Litware Home Theater System 2.1 Channel E212 Brown,"Litware, Inc.",Litware,Home Theater System,TV and Video,North America,New Brunswick,United States
30-03-2020,2020,9,1970.486646,2710.4,739.9133545,Store,The Phone Company Touch Screen Phones Capacitive M908 Grey,The Phone Company,The Phone Company,Touch Screen Phones ,Cell phones,North America,Bar Harbor,United States
04-10-2019,2019,40,1898.014221,3999.6,2101.585779,Reseller,NT Wireless Bluetooth Stereo Headphones M402 Purple,Northwind Traders,Northwind Traders,Bluetooth Headphones,Audio,Asia,Beijing,China
08-02-2018,2018,9,94.02705966,1610.9105,1516.88344,Store,SV DVD 12-Inch Player Portable M400 White,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Castle Rock,United States
13-03-2020,2020,9,76.23278425,201.432,125.1992158,Store,Contoso DVD 60 DVD Storage Binder L20 Black,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",Asia,Kolkata,India
29-06-2018,2018,72,5447.002357,33674.2,28227.19764,Online,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Adventure Works,Desktops,Computers,Asia,Beijing,China
23-03-2018,2018,18,70.8795069,4076.2,4005.320493,Online,WWI Projector 480p LCD12 Black,Wide World Importers,Wide World Importers,Projectors & Screens,Computers,North America,Bethesda,United States
18-10-2018,2018,10,3.475900056,2300,2296.5241,Store,"The Phone Company Touch Screen Phones 26-2.2"" M200 Grey",The Phone Company,The Phone Company,Touch Screen Phones ,Cell phones,Asia,Sydney,Australia
04-01-2019,2019,13,891.9527999,11392,10500.0472,Store,Fabrikam Business Videographer 1'' 25mm M600 White,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,North America,Ottawa,Canada
02-08-2019,2019,10,2341.324035,4699.7,2358.375965,Store,"Adventure Works 26"" 720p LCD HDTV M140 Silver",Adventure Works,Adventure Works,Televisions,TV and Video,North America,Denver,United States
31-05-2019,2019,12,2163.680286,1224,-939.6802856,Store,SV 80GB USB2.0 Portable Hard Disk E500 Blue,Southridge Video,Southridge Video,Computers Accessories,Computers,Europe,Strasbourg,France
09-08-2020,2020,12,149.5010767,3018.6,2869.098923,Store,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey,The Phone Company,The Phone Company,Touch Screen Phones ,Cell phones,North America,Tallahassee,United States
10-11-2019,2019,20,440.0305055,513.8,73.76949449,Online,NT Bluetooth Stereo Headphones E52 Pink,Northwind Traders,Northwind Traders,Bluetooth Headphones,Audio,Asia,Beijing,China
10-06-2018,2018,5,219.5802415,510,290.4197585,Store,Proseware Photo Ink Jet Printer E290 Grey,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,New Castle,United States
10-08-2018,2018,12,379.3170853,7406.1,7026.782915,Store,"Fabrikam Home and vacation moviemaker 1/3"" 8.5mm M200 Blue","Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,North America,East Orange,United States
30-08-2018,2018,12,801.7573131,10056,9254.242687,Reseller,Fabrikam Business Videographer 2/3'' 17mm M280 White,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,Asia,Beijing,China
05-02-2018,2018,8,17.02433882,2145.926,2128.901661,Store,Contoso DVD 15-Inch Player Portable L200 Silver,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",Europe,Lancashire,United Kingdom
12-07-2019,2019,12,1252.287758,2770.8,1518.512242,Store,Contoso Laptop Keyboard X105 Silver,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Asia,Sydney,Australia
13-06-2020,2020,20,387.220177,5398,5010.779823,Store,Litware Home Theater System 2.1 Channel E211 Brown,"Litware, Inc.",Litware,Home Theater System,TV and Video,North America,Litchfield County,United States
22-03-2019,2019,9,561.7318545,5580.3,5018.568146,Store,Fabrikam SLR Camera X149 Blue,"Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,North America,Fort Atkinson,United States
19-02-2019,2019,13,33.66920755,2467.6,2433.930792,Reseller,SV Car Video AM/FM E1000 Brown,Southridge Video,Southridge Video,Car Video,TV and Video,Asia,Beijing,China
02-05-2020,2020,24,3529.217642,7872,4342.782358,Store,"Fabrikam SLR Camera 35"" M358 Pink","Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,Europe,Madrid,Spain
27-04-2019,2019,9,20.41236897,2207.2,2186.787631,Online,Proseware High-Performance Business-Class Laser Fax X200 Grey,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,Bethesda,United States
21-08-2018,2018,10,69.43614083,790,720.5638592,Store,SV 4GB Laptop Memory M65 Yellow,Southridge Video,Southridge Video,Computers Accessories,Computers,Europe,York,United Kingdom
05-08-2020,2020,12,50.11402266,349.83,299.7159773,Store,Contoso USB 2.0 Dock Station docking station M800 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Arlington,United States
23-04-2018,2018,12,2164.523619,2715.94,551.4163813,Store,Contoso Projector 480p M480 Silver,"Contoso, Ltd",Contoso,Projectors & Screens,Computers,Europe,Dublin,Ireland
28-09-2018,2018,12,35.65295417,5059.92,5024.267046,Store,"Fabrikam SLR Camera 35"" X358 Green","Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,North America,Ottawa,Canada
14-05-2019,2019,10,1163.383835,2300,1136.616165,Store,The Phone Company Smart phones 6-LINE SCREEN M21 White,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Key West,United States
20-07-2019,2019,10,3177.989649,3190,12.01035129,Catalog,Fabrikam SLR Camera M149 Pink,"Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,North America,North Harford,United States
16-02-2019,2019,16,569.4600299,12920,12350.53997,Online,Fabrikam Business Videographer 2/3'' 17mm M280 Black,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,Europe,Berlin,Germany
24-03-2019,2019,9,4.7674129,590.7,585.9325871,Store,SV 8xDVD E140 Black,Southridge Video,Southridge Video,VCD & DVD,TV and Video,North America,Littleton,United States
24-03-2019,2019,12,0.095589349,163.7631,163.6675107,Online,SV DVD 58 DVD Storage Binder M55 Red,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Europe,Berlin,Germany
06-04-2019,2019,18,130.1863837,1752.3,1622.113616,Catalog,Adventure Works LCD17 E200 White,Adventure Works,Adventure Works,Monitors,Computers,North America,North Harford,United States
19-10-2018,2018,6,374.2108576,353.941,-20.2698576,Store,Contoso 4G MP3 Player E400 Green,"Contoso, Ltd",Contoso,MP4&MP3,Audio,North America,Berthoud,United States
25-12-2018,2018,8,71.14992068,4960.8,4889.650079,Store,Litware Home Theater System 5.1 Channel M513 Silver,"Litware, Inc.",Litware,Home Theater System,TV and Video,Europe,Warsaw,Poland
28-01-2020,2020,8,78.56871825,3283.2,3204.631282,Online,Fabrikam Budget Moviemaker 1/2'' 3mm E300 White,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,Europe,Berlin,Germany
23-02-2020,2020,16,21591.40513,14504,-7087.405134,Reseller,Fabrikam Trendsetter 2/3'' 17mm X100 White,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,Europe,Paris,France
26-06-2018,2018,5,18.03348663,249.8,231.7665134,Store,Contoso Carrying Case E312 Blue,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,Europe,Lancashire,United Kingdom
11-08-2018,2018,6,438.4439133,467.94,29.49608667,Store,Contoso Genuine Leather Grip Belt E322 Silver,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Waukesha,United States
22-08-2020,2020,12,2950.100482,4590.2,1640.099518,Store,Fabrikam Laptop13.3W M3080 Red,"Fabrikam, Inc.",Fabrikam,Laptops,Computers,North America,Montclair,United States
26-09-2018,2018,12,84.4783113,117.882,33.4036887,Reseller,SV DVD 38 DVD Storage Binder E25 Silver,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Seattle,United States
11-04-2019,2019,9,1496.377151,7956.55,6460.172849,Store,Contoso Home Theater System 7.1 Channel M1700 Silver,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,North America,Greeley,United States
28-06-2018,2018,30,257.7474327,416.7,158.9525673,Online,Contoso DVD 58 DVD Storage Binder M55 Black,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",Europe,Berlin,Germany
05-01-2019,2019,13,26.00656168,460.672,434.6654383,Store,Contoso 2-Line Speakerphone M109 Black,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,North Bend,United States
29-09-2019,2019,10,1554.247422,1880,325.7525777,Store,Proseware Wireless Photo All-in-One Printer M390 Grey,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,Asia,Urumqi,China
03-04-2018,2018,4,106.1886533,140.562,34.37334672,Store,Contoso Multi-Use Terminal Cable E308 Black,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Vancouver,Canada
06-07-2018,2018,10,1948.68746,8600,6651.31254,Store,"Fabrikam Business Videographer 1/3"" 8.5mm M380 Orange","Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,North America,Framingham,United States
01-12-2018,2018,10,3.237792068,2290,2286.762208,Store,Contoso Projector 480p M480 Silver,"Contoso, Ltd",Contoso,Projectors & Screens,Computers,North America,Tallahassee,United States
24-09-2018,2018,12,11.62124817,329.22,317.5987518,Reseller,Contoso Enhanced Capacity Battery M800 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Seattle,United States
24-07-2019,2019,10,466.5066907,1980,1513.493309,Store,A. Datum Point Shoot Digital Camera M500 Silver Grey,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Denver,United States
06-09-2019,2019,12,178.7231399,802.4,623.6768601,Store,Contoso Lens Adapter M450 Black,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Milwaukee,United States
05-03-2020,2020,18,348.3274802,1242,893.6725198,Store,Adventure Works CRT19 E10 White,Adventure Works,Adventure Works,Monitors,Computers,Asia,Osaka,Japan
18-09-2018,2018,12,638.6819392,2293.2,1654.518061,Store,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,New London,United States
04-12-2018,2018,6,161.7802015,107.946,-53.83420148,Store,Contoso General Carrying Case E304 Silver,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Somerville,United States
21-05-2020,2020,24,155.8669208,503.04,347.1730792,Reseller,Contoso Wireless Laser Mouse E50 Silver,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Europe,Paris,France
04-07-2020,2020,10,2144.44156,2080,-64.4415603,Store,The Phone Company Smart phones 160x160 M26 Gold,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Newark,United States
22-06-2020,2020,10,397.692418,2190,1792.307582,Reseller,SV DVD Recorder L210 Silver,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Seattle,United States
26-03-2019,2019,9,724.536197,5340,4615.463803,Store,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Grey,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,North America,Key West,United States
07-02-2020,2020,8,644.4789615,1983.2,1338.721038,Online,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Orange,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,Europe,Berlin,Germany
02-08-2018,2018,12,1001.293376,2760,1758.706624,Store,The Phone Company Smart phones 6-LINE SCREEN M21 Pink,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Austin,United States
23-10-2019,2019,12,49.93797944,1720.8,1670.862021,Reseller,"Adventure Works 19"" Color Digital TV E35 Brown",Adventure Works,Adventure Works,Televisions,TV and Video,North America,Seattle,United States
05-04-2020,2020,18,596.0050974,2812.4,2216.394903,Store,"Fabrikam Social Videographer 2/3"" 17mm E100 Blue","Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,North America,Bayonne,United States
29-07-2018,2018,5,317.6434219,549.95,232.3065781,Reseller,SV DVD 7-Inch Player Portable E200 Black,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Europe,Paris,France
12-11-2018,2018,10,141.9093274,1360,1218.090673,Store,Proseware All-In-One Photo Printer M200 Grey,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,Baltimore,United States
25-12-2018,2018,26,203.5516201,10054.8,9851.24838,Catalog,Contoso Home Theater System 5.1 Channel M1530 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,North America,North Harford,United States
20-12-2018,2018,13,465.5818639,12987,12521.41814,Store,Fabrikam Trendsetter 1/2'' 3mm X300 White,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,North America,Orange,United States
